GridCurrent,GridVoltage,GridVoltageVariation,Impedance,NeutralCurrent,PowerFactor,TimeStamp
-4.9,246.5,-1.3,0.0,4.8,-0.99,2019-09-08 10:00:16
-4.9,245.9,1.1,0.0,4.8,-0.99,2019-09-08 10:01:15
-4.9,244.3,3.0,0.0,4.9,-0.99,2019-09-08 10:02:16
-5.0,244.7,-1.0,0.0,5.0,-0.99,2019-09-08 10:03:16
-5.0,244.5,-1.0,0.0,5.0,-0.99,2019-09-08 10:04:15
-5.0,243.1,2.1,0.0,5.0,-0.99,2019-09-08 10:05:15
-5.0,243.6,-1.3,0.0,5.0,-0.99,2019-09-08 10:06:16
-5.0,244.3,1.1,0.0,5.1,-0.99,2019-09-08 10:07:15
-5.0,244.8,1.3,0.0,5.0,-0.99,2019-09-08 10:08:15
-5.0,244.4,1.8,0.0,5.1,-0.99,2019-09-08 10:09:16
-5.5,244.2,1.0,0.0,5.5,-0.99,2019-09-08 10:10:16
-5.5,244.2,1.5,0.0,5.5,-0.99,2019-09-08 10:11:16
-5.5,245.1,0.8,0.0,5.5,-0.99,2019-09-08 10:12:16
-5.5,244.1,1.3,0.0,5.5,-0.99,2019-09-08 10:13:16
-5.5,245.5,-2.0,0.0,5.4,-0.99,2019-09-08 10:14:16
-5.5,245.5,-1.8,0.0,5.5,-0.99,2019-09-08 10:15:15
-5.5,244.5,1.5,0.0,5.5,-0.99,2019-09-08 10:16:16
-5.5,243.0,2.6,0.0,5.5,-0.99,2019-09-08 10:17:15
-5.5,243.7,1.1,0.0,5.5,-0.99,2019-09-08 10:18:16
-5.5,245.0,-1.6,0.0,5.5,-0.99,2019-09-08 10:19:15
-5.5,245.6,-1.6,0.0,5.4,-0.99,2019-09-08 10:20:16
-5.5,244.8,1.3,0.0,5.5,-0.99,2019-09-08 10:21:16
-5.5,245.4,-1.2,0.0,5.5,-0.99,2019-09-08 10:22:16
-5.5,245.7,-1.3,0.0,5.5,-0.99,2019-09-08 10:23:16
-5.5,244.3,1.5,0.0,5.6,-0.99,2019-09-08 10:24:16
-5.5,244.4,0.5,0.0,5.5,-0.99,2019-09-08 10:25:16
-5.5,244.6,1.0,0.0,5.4,-0.99,2019-09-08 10:26:16
-6.0,245.6,-1.5,0.0,6.0,0.99,2019-09-08 10:27:15
-6.1,244.4,1.3,0.0,6.0,0.99,2019-09-08 10:28:16
-6.0,245.1,1.0,0.0,6.1,0.99,2019-09-08 10:29:16
-6.1,244.1,1.6,0.0,6.1,0.99,2019-09-08 10:30:15
-6.1,243.5,1.1,0.0,6.1,0.99,2019-09-08 10:31:16
-5.6,244.4,-1.5,0.0,5.6,-0.99,2019-09-08 10:32:15
-5.6,244.7,-1.1,0.0,5.6,0.99,2019-09-08 10:33:15
-5.6,245.5,-1.8,0.0,5.6,-0.99,2019-09-08 10:34:15
-5.7,244.7,1.1,0.0,5.6,-0.99,2019-09-08 10:35:16
-5.7,243.6,1.5,0.0,5.7,-0.99,2019-09-08 10:36:16
-5.7,243.1,2.0,0.0,5.7,-0.99,2019-09-08 10:37:16
-5.7,243.6,1.0,0.0,5.6,-0.99,2019-09-08 10:38:16
-5.7,242.9,2.0,0.0,5.7,-0.99,2019-09-08 10:39:15
-5.7,243.2,-1.3,0.0,5.6,-0.99,2019-09-08 10:40:16
-5.7,242.6,1.3,0.0,5.7,-0.99,2019-09-08 10:41:15
-6.2,243.5,1.0,0.0,6.2,0.99,2019-09-08 10:42:16
-6.2,242.9,0.8,0.0,6.2,0.99,2019-09-08 10:43:16
-6.2,242.7,1.9,0.0,6.1,0.99,2019-09-08 10:44:16
-6.2,242.2,1.8,0.0,6.1,0.99,2019-09-08 10:45:16
-6.2,242.4,1.0,0.0,6.1,0.99,2019-09-08 10:46:16
-6.2,242.1,1.3,0.0,6.2,0.99,2019-09-08 10:47:16
-5.6,244.0,-1.8,0.0,5.5,-0.99,2019-09-08 10:48:16
-5.7,245.6,-1.3,0.0,5.6,-0.99,2019-09-08 10:51:16
-5.7,244.0,1.1,0.0,5.6,-0.99,2019-09-08 10:52:16
-5.7,244.3,-1.1,0.0,5.7,-0.99,2019-09-08 10:53:16
-5.7,244.9,-1.3,0.0,5.6,-0.99,2019-09-08 10:54:16
-5.7,244.7,0.7000000000000001,0.0,5.6,-0.99,2019-09-08 10:55:16
-5.7,245.5,-1.0,0.0,5.6,-0.99,2019-09-08 10:56:16
-5.7,244.0,2.3,0.0,5.7,-0.99,2019-09-08 10:57:16
-5.8,243.6,2.1,0.0,5.7,-0.99,2019-09-08 10:58:16
-5.8,244.0,1.1,0.0,5.8,-0.99,2019-09-08 10:59:16
-5.8,243.5,1.1,0.0,5.8,-0.99,2019-09-08 11:00:17
-5.8,244.4,1.0,0.0,5.7,-0.99,2019-09-08 11:01:16
-5.8,243.5,2.0,0.0,5.7,-0.99,2019-09-08 11:02:16
-5.7,244.9,-1.7000000000000002,0.0,5.7,-0.99,2019-09-08 11:03:16
-5.3,244.6,1.1,0.0,5.3,-0.99,2019-09-08 11:04:15
-5.4,244.1,0.8,0.0,5.4,-0.99,2019-09-08 11:05:15
-5.4,244.0,1.3,0.0,5.4,-0.99,2019-09-08 11:06:15
-5.3,244.2,0.5,0.0,5.4,-0.98,2019-09-08 11:07:16
-5.3,243.5,1.6,0.0,5.4,-0.99,2019-09-08 11:08:15
-5.3,245.1,-1.8,0.0,5.2,-0.99,2019-09-08 11:09:16
-5.3,245.1,1.0,0.0,5.2,-0.99,2019-09-08 11:10:16
-5.3,244.4,1.0,0.0,5.2,-0.99,2019-09-08 11:11:16
-5.2,243.8,1.5,0.0,5.2,-0.99,2019-09-08 11:12:16
-5.3,243.4,2.1,0.0,5.2,-0.99,2019-09-08 11:13:16
-5.2,244.7,-1.5,0.0,5.1,-0.99,2019-09-08 11:14:16
-5.7,244.3,0.8,0.0,5.6,-0.99,2019-09-08 11:15:16
-6.1,245.5,-1.6,0.0,6.0,0.99,2019-09-08 11:16:15
-6.1,245.6,1.1,0.0,6.0,0.99,2019-09-08 11:17:16
-6.1,245.8,0.30000000000000004,0.0,6.0,0.99,2019-09-08 11:18:16
-6.1,245.6,0.8,0.0,6.0,0.99,2019-09-08 11:19:16
-6.2,245.3,1.1,0.0,6.1,0.99,2019-09-08 11:20:15
-6.2,244.0,2.1,0.0,6.1,0.99,2019-09-08 11:21:16
-6.2,244.5,1.3,0.0,6.2,0.99,2019-09-08 11:22:15
-6.2,246.1,-1.9,0.0,6.1,0.99,2019-09-08 11:23:16
-6.2,245.3,1.1,0.0,6.1,0.99,2019-09-08 11:24:16
-6.2,244.8,1.3,0.0,6.1,0.99,2019-09-08 11:25:16
-6.2,245.0,-1.3,0.0,6.1,0.99,2019-09-08 11:26:15
-6.2,245.0,-1.3,0.0,6.1,0.99,2019-09-08 11:27:16
-6.2,245.6,-1.5,0.0,6.1,0.99,2019-09-08 11:28:16
-6.3,245.2,0.8,0.0,6.2,0.99,2019-09-08 11:29:17
-6.4,244.3,1.6,0.0,6.3,0.99,2019-09-08 11:30:16
-6.4,244.1,1.1,0.0,6.3,0.99,2019-09-08 11:31:16
-6.4,243.9,1.2,0.0,6.3,-0.99,2019-09-08 11:32:16
-6.4,244.9,-1.2,0.0,6.3,0.99,2019-09-08 11:33:16
-6.2,245.2,1.2,0.0,6.2,0.99,2019-09-08 11:34:17
-6.2,245.6,-2.0,0.0,6.1,0.99,2019-09-08 11:35:15
-5.7,244.7,1.0,0.0,5.6,-0.99,2019-09-08 11:36:16
-5.3,245.4,-2.1,0.0,5.2,-0.98,2019-09-08 11:37:16
-5.3,244.8,1.6,0.0,5.2,-0.99,2019-09-08 11:38:15
-5.3,244.6,-1.3,0.0,5.2,-0.98,2019-09-08 11:39:15
-5.3,244.8,-1.3,0.0,5.2,-0.99,2019-09-08 11:40:15
-5.2,245.3,-1.5,0.0,5.2,-0.99,2019-09-08 11:41:16
-5.2,244.8,-1.1,0.0,5.2,-0.99,2019-09-08 11:42:16
-5.3,245.0,1.0,0.0,5.2,-0.99,2019-09-08 11:43:16
-5.3,244.6,1.6,0.0,5.2,-0.99,2019-09-08 11:44:16
-5.2,246.3,-2.0,0.0,5.2,-0.99,2019-09-08 11:45:16
-5.2,246.1,-1.1,0.0,5.2,-0.99,2019-09-08 11:46:16
-5.6,245.9,-1.2,0.0,5.6,-0.99,2019-09-08 11:47:15
-5.6,245.2,0.9,0.0,5.6,-0.99,2019-09-08 11:48:16
-5.7,245.3,-1.1,0.0,5.7,-0.99,2019-09-08 11:49:16
-5.7,246.2,-1.0,0.0,5.6,-0.99,2019-09-08 11:50:16
-5.6,246.9,-1.8,0.0,5.6,-0.99,2019-09-08 11:51:17
-5.6,245.8,1.8,0.0,5.6,-0.99,2019-09-08 11:52:15
-5.7,245.1,1.5,0.0,5.6,-0.99,2019-09-08 11:53:16
-5.7,245.7,-1.1,0.0,5.6,-0.99,2019-09-08 11:54:15
-5.7,245.2,1.1,0.0,5.6,-0.99,2019-09-08 11:55:16
-5.7,245.5,1.1,0.0,5.5,-0.99,2019-09-08 11:56:16
-6.1,246.3,-1.5,0.0,6.0,0.99,2019-09-08 11:57:16
-6.1,245.7,1.0,0.0,6.1,0.99,2019-09-08 11:58:16
-6.1,245.2,1.8,0.0,6.0,0.99,2019-09-08 11:59:16
-6.2,244.7,1.7000000000000002,0.0,6.0,0.99,2019-09-08 12:00:16
-6.2,244.4,1.1,0.0,6.1,0.99,2019-09-08 12:01:16
-6.2,243.6,1.5,0.0,6.2,0.99,2019-09-08 12:02:15
-6.2,243.4,1.0,0.0,6.2,0.99,2019-09-08 12:03:15
-6.1,245.1,-2.1,0.0,6.0,0.99,2019-09-08 12:04:15
-6.2,244.0,1.6,0.0,6.1,0.99,2019-09-08 12:05:16
-6.1,244.8,1.1,0.0,6.0,0.99,2019-09-08 12:06:16
-6.1,244.8,1.3,0.0,6.0,0.99,2019-09-08 12:07:15
-6.2,245.1,-1.1,0.0,6.1,0.99,2019-09-08 12:08:16
-5.7,245.5,-2.1,0.0,5.6,-0.99,2019-09-08 12:09:15
-5.7,245.7,0.6000000000000001,0.0,5.6,-0.99,2019-09-08 12:10:15
-5.7,245.6,-1.3,0.0,5.6,-0.99,2019-09-08 12:11:16
-5.7,244.5,1.6,0.0,5.7,-0.99,2019-09-08 12:12:15
-5.7,245.1,-1.5,0.0,5.6,-0.99,2019-09-08 12:13:15
-5.7,243.8,1.6,0.0,5.6,-0.99,2019-09-08 12:14:16
-5.7,244.6,-1.8,0.0,5.6,-0.99,2019-09-08 12:15:16
-5.7,244.1,-1.0,0.0,5.6,-0.99,2019-09-08 12:16:16
-5.1,243.7,1.5,0.0,5.1,-0.98,2019-09-08 12:17:16
-5.2,243.6,1.5,0.0,5.2,-0.99,2019-09-08 12:18:15
-5.7,243.4,1.0,0.0,5.6,-0.99,2019-09-08 12:19:16
-5.6,243.4,-1.5,0.0,5.7,-0.99,2019-09-08 12:20:15
-5.6,243.9,-2.1,0.0,5.6,-0.99,2019-09-08 12:21:16
-5.6,243.7,-1.5,0.0,5.6,-0.99,2019-09-08 12:22:15
-5.6,244.4,-2.6,0.0,5.5,-0.99,2019-09-08 12:23:15
-5.6,243.6,0.5,0.0,5.6,-0.99,2019-09-08 12:24:16
-5.6,243.3,0.6000000000000001,0.0,5.6,-0.99,2019-09-08 12:25:15
-5.6,242.8,1.3,0.0,5.6,-0.99,2019-09-08 12:26:16
-5.6,242.5,1.3,0.0,5.6,-0.99,2019-09-08 12:27:16
-5.6,243.0,0.9,0.0,5.6,-0.99,2019-09-08 12:28:16
-5.6,243.8,-1.3,0.0,5.6,-0.99,2019-09-08 12:29:16
-5.6,244.6,-1.6,0.0,5.5,-0.99,2019-09-08 12:30:16
-5.6,243.4,2.0,0.0,5.6,-0.99,2019-09-08 12:31:15
-5.6,244.0,1.0,0.0,5.6,-0.99,2019-09-08 12:32:16
-5.6,243.0,1.1,0.0,5.6,-0.99,2019-09-08 12:33:15
-5.6,244.8,-1.6,0.0,5.6,-0.99,2019-09-08 12:34:15
-5.6,244.1,1.1,0.0,5.6,-0.99,2019-09-08 12:35:16
-5.6,243.5,1.3,0.0,5.6,-0.99,2019-09-08 12:36:16
-5.6,244.8,-1.6,0.0,5.5,-0.99,2019-09-08 12:37:16
-5.5,244.5,0.6000000000000001,0.0,5.5,-0.99,2019-09-08 12:38:16
-5.5,245.2,-1.2,0.0,5.5,-0.99,2019-09-08 12:39:16
-5.0,244.4,1.2,0.0,5.0,-0.99,2019-09-08 12:40:16
-5.1,244.1,1.0,0.0,5.0,-0.99,2019-09-08 12:41:16
-5.1,243.7,1.3,0.0,5.0,-0.99,2019-09-08 12:42:16
-5.1,243.4,-1.1,0.0,5.0,-0.99,2019-09-08 12:43:16
-5.1,242.9,1.0,0.0,5.1,-0.99,2019-09-08 12:44:16
-5.5,242.7,1.0,0.0,5.5,-0.99,2019-09-08 12:45:16
-5.5,243.2,-1.0,0.0,5.4,-0.99,2019-09-08 12:46:15
-5.5,243.7,-1.2,0.0,5.5,-0.99,2019-09-08 12:47:16
-5.5,244.5,-2.1,0.0,5.4,-0.99,2019-09-08 12:48:16
-5.6,243.7,1.2,0.0,5.5,0.99,2019-09-08 12:50:16
-5.6,243.8,0.6000000000000001,0.0,5.5,-0.99,2019-09-08 12:51:16
-5.5,243.7,0.8,0.0,5.5,-0.99,2019-09-08 12:52:16
-5.5,244.8,-1.8,0.0,5.4,-0.99,2019-09-08 12:53:16
-5.5,243.7,0.8,0.0,5.3,0.99,2019-09-08 12:54:15
-5.0,243.3,0.8,0.0,4.9,0.99,2019-09-08 12:55:16
-5.1,243.2,1.1,0.0,5.1,0.99,2019-09-08 12:56:16
-5.0,243.2,0.5,0.0,5.1,0.99,2019-09-08 12:57:16
-5.1,243.0,0.8,0.0,5.1,0.99,2019-09-08 12:58:16
-5.0,242.8,-1.1,0.0,5.0,0.99,2019-09-08 12:59:15
-5.0,243.9,-1.8,0.0,5.0,0.99,2019-09-08 13:00:16
-5.0,243.9,-1.0,0.0,5.0,0.99,2019-09-08 13:01:17
-5.0,243.4,0.7000000000000001,0.0,5.0,0.99,2019-09-08 13:02:16
-5.0,243.4,-1.1,0.0,5.0,0.99,2019-09-08 13:03:15
-4.9,243.8,-1.8,0.0,4.8,0.99,2019-09-08 13:04:16
-4.3,245.0,-1.8,0.0,4.2,-0.99,2019-09-08 13:05:16
-4.4,243.6,1.5,0.0,4.4,-0.99,2019-09-08 13:06:16
-4.4,243.2,0.9,0.0,4.4,-0.99,2019-09-08 13:07:16
-4.4,242.9,0.5,0.0,4.3,-0.99,2019-09-08 13:08:16
-4.4,243.0,-1.3,0.0,4.4,-0.99,2019-09-08 13:09:16
-4.4,242.4,1.2,0.0,4.4,-0.99,2019-09-08 13:10:16
-4.4,242.3,-1.1,0.0,4.4,-0.99,2019-09-08 13:11:16
-4.4,243.5,-2.0,0.0,4.3,-0.99,2019-09-08 13:12:15
-4.4,243.6,0.8,0.0,4.3,-0.99,2019-09-08 13:13:16
-4.4,243.5,1.4,0.0,4.3,-0.99,2019-09-08 13:14:16
-4.4,243.5,1.1,0.0,4.3,-0.99,2019-09-08 13:15:15
-4.3,243.4,1.0,0.0,4.3,-0.99,2019-09-08 13:16:15
-4.3,244.6,-1.4,0.0,4.2,-0.99,2019-09-08 13:17:16
-5.2,244.4,1.0,0.0,5.1,-0.99,2019-09-08 13:18:16
-5.2,244.2,0.8,0.0,5.1,-0.99,2019-09-08 13:19:16
-5.2,243.4,1.2,0.0,5.1,-0.99,2019-09-08 13:20:15
-5.2,243.4,0.6000000000000001,0.0,5.1,-0.99,2019-09-08 13:21:16
-5.1,243.9,-1.0,0.0,5.1,-0.99,2019-09-08 13:22:16
-5.1,244.0,0.9,0.0,5.0,-0.99,2019-09-08 13:23:16
-5.1,244.3,0.6000000000000001,0.0,5.0,-0.99,2019-09-08 13:24:15
-4.5,243.9,1.5,0.0,4.5,-0.98,2019-09-08 13:25:16
-4.5,244.6,0.8,0.0,4.4,-0.98,2019-09-08 13:26:16
-4.4,244.4,0.5,0.0,4.4,-0.98,2019-09-08 13:27:16
-4.4,244.8,1.0,0.0,4.3,-0.99,2019-09-08 13:28:16
-4.4,244.3,1.0,0.0,4.3,-0.99,2019-09-08 13:29:15
-4.4,244.3,0.6000000000000001,0.0,4.3,-0.98,2019-09-08 13:30:16
-4.9,244.5,1.1,0.0,4.8,-0.99,2019-09-08 13:31:15
-4.9,244.4,1.0,0.0,4.8,-0.99,2019-09-08 13:32:16
-4.9,243.7,0.8,0.0,4.8,-0.99,2019-09-08 13:33:16
-4.9,244.4,0.5,0.0,4.8,-0.99,2019-09-08 13:34:15
-5.0,244.1,1.3,0.0,5.0,-0.99,2019-09-08 13:35:16
-5.0,243.9,0.8,0.0,4.9,-0.99,2019-09-08 13:36:16
-5.0,243.7,1.1,0.0,4.8,-0.99,2019-09-08 13:37:16
-4.9,244.1,0.8,0.0,4.8,-0.99,2019-09-08 13:38:16
-4.9,244.3,-1.1,0.0,4.9,-0.99,2019-09-08 13:39:16
-4.8,245.1,-1.3,0.0,4.7,-0.99,2019-09-08 13:40:17
-4.7,244.8,-1.1,0.0,4.6,-0.99,2019-09-08 13:41:15
-4.8,243.5,1.1,0.0,4.7,-0.99,2019-09-08 13:42:15
-4.8,243.4,0.5,0.0,4.7,-0.99,2019-09-08 13:43:15
-4.8,243.4,0.8,0.0,4.7,0.99,2019-09-08 13:44:15
-4.7,244.3,-2.0,0.0,4.6,-0.99,2019-09-08 13:45:15
-4.8,243.9,-1.3,0.0,4.7,-0.99,2019-09-08 13:46:16
-4.7,243.6,1.0,0.0,4.6,0.99,2019-09-08 13:47:16
-4.7,243.4,1.0,0.0,4.6,0.99,2019-09-08 13:48:16
-4.7,244.7,-2.0,0.0,4.6,0.99,2019-09-08 13:49:16
-3.3,243.6,2.0,0.0,3.3,-0.65,2019-09-08 13:50:16
-4.2,244.3,1.0,0.0,4.1,-0.98,2019-09-08 13:51:15
-4.6,243.9,1.0,0.0,4.6,-0.99,2019-09-08 13:52:16
-4.6,244.6,-1.3,0.0,4.5,-0.99,2019-09-08 13:53:15
-4.6,245.0,-1.0,0.0,4.4,-0.99,2019-09-08 13:54:15
-4.5,245.7,-1.6,0.0,4.4,-0.99,2019-09-08 13:55:15
-4.5,245.0,1.0,0.0,4.4,-0.99,2019-09-08 13:56:16
-4.5,244.2,1.2,0.0,4.4,-0.99,2019-09-08 13:57:16
-4.5,244.2,-1.0,0.0,4.4,-0.99,2019-09-08 13:58:15
-4.5,244.8,0.30000000000000004,0.0,4.4,-0.99,2019-09-08 13:59:16
-4.5,244.5,1.1,0.0,4.4,-0.99,2019-09-08 14:00:16
-4.5,244.1,0.6000000000000001,0.0,4.4,-0.99,2019-09-08 14:01:16
-4.5,243.6,1.3,0.0,4.4,-0.99,2019-09-08 14:02:15
-4.4,244.7,-1.6,0.0,4.3,-0.99,2019-09-08 14:03:16
-4.4,245.0,-1.6,0.0,4.3,-0.99,2019-09-08 14:04:15
-4.4,244.7,1.0,0.0,4.3,-0.99,2019-09-08 14:05:16
-4.4,243.7,1.6,0.0,4.3,-0.99,2019-09-08 14:06:16
-4.4,243.2,1.4,0.0,4.4,-0.66,2019-09-08 14:07:16
-3.9,243.8,1.1,0.0,3.8,-0.99,2019-09-08 14:08:15
-3.9,243.1,1.3,0.0,3.9,-0.99,2019-09-08 14:09:15
-3.9,243.4,0.8,0.0,3.9,-0.98,2019-09-08 14:10:16
-3.9,242.9,1.0,0.0,3.9,-0.98,2019-09-08 14:11:15
-3.9,242.8,0.8,0.0,3.8,-0.98,2019-09-08 14:12:15
-3.8,242.9,-1.1,0.0,3.8,-0.99,2019-09-08 14:13:16
-3.8,242.2,1.9,0.0,3.8,-0.99,2019-09-08 14:14:15
-3.8,243.5,-1.6,0.0,3.8,-0.99,2019-09-08 14:15:16
-3.8,243.5,-1.3,0.0,3.8,-0.99,2019-09-08 14:16:16
-3.8,243.4,-1.3,0.0,3.8,-0.98,2019-09-08 14:17:16
-4.2,242.6,1.8,0.0,4.2,0.99,2019-09-08 14:18:15
-4.2,242.8,1.1,0.0,4.2,-0.99,2019-09-08 14:19:16
-4.2,242.6,1.5,0.0,4.2,0.99,2019-09-08 14:20:16
-4.6,242.8,0.8,0.0,4.7,0.99,2019-09-08 14:21:16
-4.6,243.3,1.3,0.0,4.5,0.99,2019-09-08 14:22:16
-4.6,242.2,2.3,0.0,4.6,0.99,2019-09-08 14:23:16
-4.6,242.6,-1.1,0.0,4.6,0.99,2019-09-08 14:24:16
-4.5,242.8,1.0,0.0,4.5,0.99,2019-09-08 14:25:15
-4.5,242.3,1.0,0.0,4.5,0.99,2019-09-08 14:26:15
-4.5,241.8,-1.0,0.0,4.4,0.99,2019-09-08 14:27:16
-4.4,242.0,1.1,0.0,4.4,0.99,2019-09-08 14:28:16
-4.4,243.1,1.3,0.0,4.4,0.99,2019-09-08 14:29:15
-4.4,242.3,1.1,0.0,4.4,0.99,2019-09-08 14:30:16
-4.4,241.7,1.5,0.0,4.4,0.99,2019-09-08 14:31:16
-4.4,242.3,-1.1,0.0,4.3,0.99,2019-09-08 14:32:16
-4.4,241.3,1.3,0.0,4.3,0.99,2019-09-08 14:33:17
-4.3,242.4,-1.2,0.0,4.3,0.99,2019-09-08 14:34:16
-4.3,242.5,-1.5,0.0,4.3,0.99,2019-09-08 14:35:16
-4.3,241.4,1.2,0.0,4.3,0.99,2019-09-08 14:36:16
-3.6,241.2,1.1,0.0,3.6,-0.99,2019-09-08 14:37:16
-3.3,241.7,-1.0,0.0,3.3,-0.98,2019-09-08 14:38:16
-3.4,242.6,-2.0,0.0,3.3,-0.98,2019-09-08 14:39:16
-3.3,242.5,-1.0,0.0,3.3,-0.98,2019-09-08 14:40:16
-3.3,243.5,-1.5,0.0,3.3,-0.98,2019-09-08 14:41:16
-3.3,243.5,1.3,0.0,3.2,-0.98,2019-09-08 14:42:16
-3.3,242.9,1.1,0.0,3.3,-0.98,2019-09-08 14:43:16
-3.3,242.9,1.5,0.0,3.3,-0.98,2019-09-08 14:44:16
-3.3,244.0,-2.0,0.0,3.3,-0.99,2019-09-08 14:45:16
-3.2,246.2,-2.1,0.0,3.2,-0.98,2019-09-08 14:46:15
-3.2,245.2,-1.0,0.0,3.2,-0.98,2019-09-08 14:47:15
-3.2,244.3,1.1,0.0,3.2,-0.98,2019-09-08 14:48:15
-3.2,244.0,1.3,0.0,3.2,-0.98,2019-09-08 14:50:15
-3.1,244.3,-1.1,0.0,3.2,-0.98,2019-09-08 14:51:16
-3.1,244.3,0.6000000000000001,0.0,3.1,-0.99,2019-09-08 14:52:16
-3.1,244.2,1.0,0.0,3.1,-0.99,2019-09-08 14:53:16
-3.0,244.1,0.6000000000000001,0.0,3.0,-0.98,2019-09-08 14:54:16
-3.0,243.4,1.5,0.0,3.0,-0.98,2019-09-08 14:55:16
-2.7,243.2,1.2,0.0,2.8,-0.98,2019-09-08 14:56:16
-2.6,243.4,0.7000000000000001,0.0,2.6,-0.98,2019-09-08 14:57:17
-2.8,243.9,-1.1,0.0,2.8,-0.98,2019-09-08 14:58:16
-2.4,244.7,-1.6,0.0,2.4,-0.98,2019-09-08 14:59:16
-2.1,244.7,-1.0,0.0,2.0,-0.98,2019-09-08 15:00:16
-2.2,244.7,-1.5,0.0,2.2,-0.98,2019-09-08 15:01:16
-1.6,245.3,-1.8,0.0,1.6,-0.96,2019-09-08 15:02:15
-1.0,244.8,-1.0,0.0,1.0,-0.9400000000000001,2019-09-08 15:03:15
-2.1,245.1,0.8,0.0,2.0,0.98,2019-09-08 15:04:16
-2.7,245.6,1.0,0.0,2.6,0.99,2019-09-08 15:05:16
-2.8,245.7,1.1,0.0,2.8,0.99,2019-09-08 15:06:16
-1.3,244.4,2.2,0.0,1.3,0.9500000000000001,2019-09-08 15:07:16
-1.2,245.0,0.9,0.0,1.2,0.96,2019-09-08 15:08:16
-2.4,245.1,-1.1,0.0,2.4,0.99,2019-09-08 15:09:16
-2.0,245.3,-1.1,0.0,2.0,0.98,2019-09-08 15:10:17
-0.9,244.1,1.8,0.0,0.9,0.87,2019-09-08 15:11:16
-1.0,244.2,1.9,1.9,1.0,0.89,2019-09-08 15:12:15
-1.1,244.2,1.3,0.0,1.2,0.89,2019-09-08 15:13:16
-0.6000000000000001,243.6,0.8,0.0,0.7000000000000001,0.63,2019-09-08 15:14:16
-1.0,242.9,1.5,0.0,0.9,0.88,2019-09-08 15:15:16
-2.4,244.7,-1.7000000000000002,0.0,2.4,0.99,2019-09-08 15:16:16
-1.3,243.7,1.5,0.0,1.4,0.9500000000000001,2019-09-08 15:17:16
-2.2,244.3,1.0,0.0,2.2,0.98,2019-09-08 15:18:16
-0.8,245.2,1.4,0.0,0.8,0.8300000000000001,2019-09-08 15:19:16
-1.7000000000000002,243.5,1.9,0.0,1.7000000000000002,0.98,2019-09-08 15:20:16
-2.0,244.3,-1.3,0.0,1.9,0.99,2019-09-08 15:21:17
-2.1,243.8,1.5,0.4,2.1,-0.98,2019-09-08 15:22:16
-0.4,244.4,-1.3,0.0,0.4,-0.66,2019-09-08 15:23:16
0.30000000000000004,244.6,1.0,0.0,0.30000000000000004,0.2,2019-09-08 15:24:16
-2.1,243.6,1.5,0.0,2.1,-0.98,2019-09-08 15:25:15
-2.1,244.9,-1.9,0.0,2.1,-0.98,2019-09-08 15:26:17
-0.5,243.8,1.1,0.0,0.5,0.8,2019-09-08 15:27:16
-0.7000000000000001,243.6,1.5,0.0,0.7000000000000001,-0.9,2019-09-08 15:28:16
-1.5,244.8,-1.8,0.0,1.5,-0.98,2019-09-08 15:29:16
-0.9,244.2,1.7000000000000002,0.0,0.9,-0.9400000000000001,2019-09-08 15:30:16
-1.6,244.6,1.3,0.0,1.5,-0.97,2019-09-08 15:31:16
-2.0,244.2,1.6,0.0,2.0,-0.98,2019-09-08 15:32:16
-0.8,244.9,-1.3,0.0,0.8,-0.92,2019-09-08 15:33:16
-1.2,245.4,-2.0,0.0,1.2,-0.9500000000000001,2019-09-08 15:34:15
-1.6,244.6,1.5,0.0,1.6,-0.96,2019-09-08 15:35:16
-1.1,244.7,1.8,0.0,1.0,-0.9500000000000001,2019-09-08 15:36:16
-1.5,243.9,2.1,0.0,1.5,-0.97,2019-09-08 15:37:16
-1.2,243.6,1.5,0.0,1.3,-0.96,2019-09-08 15:38:16
-1.5,243.8,1.1,0.0,1.5,-0.96,2019-09-08 15:39:15
-1.9,243.2,1.0,0.0,1.9,-0.97,2019-09-08 15:40:15
-1.5,242.9,1.0,0.0,1.5,-0.97,2019-09-08 15:41:16
-1.8,243.1,1.0,0.0,1.8,-0.97,2019-09-08 15:42:16
-1.8,242.4,1.2,0.0,1.8,-0.97,2019-09-08 15:43:16
-1.7000000000000002,242.7,1.0,0.0,1.7000000000000002,-0.97,2019-09-08 15:44:16
-1.6,242.7,1.4,0.0,1.6,-0.97,2019-09-08 15:45:16
-1.6,242.0,2.0,0.0,1.6,-0.97,2019-09-08 15:46:16
-1.5,242.6,1.1,0.0,1.6,-0.97,2019-09-08 15:47:16
-1.5,242.8,1.3,0.0,1.5,-0.97,2019-09-08 15:48:15
-1.5,242.5,1.8,0.0,1.4,-0.97,2019-09-08 15:49:17
-1.9,243.4,1.5,0.0,1.9,0.98,2019-09-08 15:50:16
-1.9,244.2,-1.0,0.0,1.8,0.98,2019-09-08 15:51:15
-1.8,244.9,-1.5,0.0,1.8,0.98,2019-09-08 15:52:16
-1.8,244.6,0.8,0.0,1.8,0.98,2019-09-08 15:53:17
-1.7000000000000002,244.7,0.8,0.0,1.7000000000000002,0.98,2019-09-08 15:54:16
