GridCurrent,GridVoltage,GridVoltageVariation,Impedance,NeutralCurrent,PowerFactor,TimeStamp
2.2,242.5,-1.6,0.0,2.2,-0.9500000000000001,2019-09-09 05:56:16
0.6000000000000001,242.8,1.3,0.0,0.6000000000000001,-0.25,2019-09-09 05:57:17
0.6000000000000001,242.1,1.8,0.0,0.6000000000000001,-0.25,2019-09-09 05:58:16
0.6000000000000001,242.5,-1.0,0.0,0.6000000000000001,-0.24,2019-09-09 05:59:16
0.6000000000000001,241.9,1.5,0.0,0.6000000000000001,-0.24,2019-09-09 06:00:16
0.6000000000000001,241.9,0.7000000000000001,0.0,0.6000000000000001,-0.24,2019-09-09 06:01:15
0.6000000000000001,242.0,-1.8,0.0,0.6000000000000001,-0.24,2019-09-09 06:02:16
0.6000000000000001,241.1,1.5,0.0,0.6000000000000001,-0.24,2019-09-09 06:03:15
0.6000000000000001,243.3,-2.8,0.0,0.6000000000000001,-0.24,2019-09-09 06:04:16
0.6000000000000001,244.4,1.2,0.0,0.6000000000000001,-0.24,2019-09-09 06:05:16
0.6000000000000001,243.7,1.5,0.0,0.6000000000000001,-0.24,2019-09-09 06:06:16
0.6000000000000001,244.4,1.1,0.0,0.6000000000000001,-0.25,2019-09-09 06:07:16
0.6000000000000001,245.2,-1.3,0.0,0.6000000000000001,-0.25,2019-09-09 06:08:16
0.6000000000000001,244.5,1.1,0.0,0.6000000000000001,-0.25,2019-09-09 06:09:16
0.6000000000000001,244.0,0.5,0.0,0.6000000000000001,-0.24,2019-09-09 06:10:15
0.9,244.5,-1.3,0.1,0.9,-0.96,2019-09-09 06:11:16
0.7000000000000001,243.9,-1.1,0.0,0.8,-0.9400000000000001,2019-09-09 06:12:15
0.7000000000000001,245.5,-1.8,0.0,0.8,-0.9400000000000001,2019-09-09 06:13:16
0.7000000000000001,245.3,-1.0,0.0,0.8,-0.9400000000000001,2019-09-09 06:14:15
0.7000000000000001,247.4,-2.9,0.0,0.8,-0.9400000000000001,2019-09-09 06:15:16
0.7000000000000001,247.0,1.4,0.0,0.7000000000000001,-0.9400000000000001,2019-09-09 06:16:16
1.1,246.9,1.0,0.1,1.1,-0.9400000000000001,2019-09-09 06:17:16
1.1,246.0,1.1,0.0,1.1,-0.9400000000000001,2019-09-09 06:18:16
1.1,245.6,1.3,0.0,1.0,-0.9400000000000001,2019-09-09 06:19:16
1.1,245.9,0.7000000000000001,0.0,1.0,-0.93,2019-09-09 06:20:16
1.1,246.6,1.1,0.0,1.0,-0.93,2019-09-09 06:21:15
1.1,246.1,1.3,0.0,1.0,-0.93,2019-09-09 06:22:15
1.0,247.3,-1.1,0.0,1.0,-0.92,2019-09-09 06:23:16
1.1,247.1,1.0,0.0,1.0,-0.92,2019-09-09 06:24:16
1.1,245.4,2.0,0.0,1.0,-0.92,2019-09-09 06:25:16
1.0,245.7,-1.3,0.0,1.0,-0.91,2019-09-09 06:26:16
1.0,245.4,1.2,0.0,1.0,-0.9400000000000001,2019-09-09 06:27:15
0.8,244.9,1.5,0.0,0.7000000000000001,-0.63,2019-09-09 06:28:15
0.8,245.3,1.0,0.0,0.7000000000000001,-0.62,2019-09-09 06:29:17
0.8,246.2,-1.5,0.0,0.7000000000000001,-0.63,2019-09-09 06:30:15
0.8,245.5,1.8,0.0,0.7000000000000001,-0.62,2019-09-09 06:31:16
0.8,246.3,-1.6,0.0,0.7000000000000001,-0.62,2019-09-09 06:32:16
0.8,244.9,1.3,0.0,0.8,-0.61,2019-09-09 06:33:16
0.8,244.8,1.0,0.0,0.7000000000000001,-0.6000000000000001,2019-09-09 06:34:15
0.8,244.4,1.0,0.0,0.7000000000000001,-0.6000000000000001,2019-09-09 06:35:17
0.8,244.7,-1.0,0.0,0.7000000000000001,-0.6000000000000001,2019-09-09 06:36:16
0.8,243.5,1.8,0.0,0.7000000000000001,-0.59,2019-09-09 06:37:16
0.8,245.2,-1.3,0.0,0.7000000000000001,-0.59,2019-09-09 06:38:16
0.8,245.8,1.1,0.0,0.8,-0.58,2019-09-09 06:39:16
0.8,245.7,1.3,0.0,0.8,-0.5700000000000001,2019-09-09 06:40:16
0.8,246.2,0.6000000000000001,0.0,0.8,-0.58,2019-09-09 06:41:16
0.8,246.3,-1.1,0.0,0.7000000000000001,-0.56,2019-09-09 06:42:15
0.8,244.6,2.1,0.0,0.7000000000000001,-0.54,2019-09-09 06:43:16
0.8,243.5,1.6,0.0,0.7000000000000001,-0.54,2019-09-09 06:44:16
0.8,243.7,-2.0,0.0,0.7000000000000001,-0.52,2019-09-09 06:45:15
0.7000000000000001,244.2,-1.5,0.0,0.6000000000000001,-0.51,2019-09-09 06:46:16
0.7000000000000001,242.7,2.3,0.0,0.6000000000000001,-0.49,2019-09-09 06:47:16
0.7000000000000001,244.2,-2.0,0.0,0.6000000000000001,-0.48,2019-09-09 06:48:15
0.7000000000000001,245.1,-1.5,0.0,0.5,-0.48,2019-09-09 06:50:16
0.7000000000000001,243.2,2.6,0.0,0.5,-0.47000000000000003,2019-09-09 06:51:16
0.9,243.9,-1.9,0.0,0.7000000000000001,-0.89,2019-09-09 06:52:15
0.8,244.1,-1.4,0.0,0.7000000000000001,-0.86,2019-09-09 06:53:17
0.8,244.7,-1.3,0.0,0.6000000000000001,-0.86,2019-09-09 06:54:16
0.8,244.4,1.0,0.0,0.6000000000000001,-0.84,2019-09-09 06:55:16
0.7000000000000001,244.6,1.0,0.0,0.6000000000000001,-0.84,2019-09-09 06:56:16
0.7000000000000001,245.5,-1.3,0.0,0.5,-0.8,2019-09-09 06:57:16
0.6000000000000001,244.6,1.3,0.0,0.5,-0.76,2019-09-09 06:58:16
0.6000000000000001,245.2,-1.1,0.0,0.5,-0.71,2019-09-09 06:59:16
0.6000000000000001,245.0,1.0,0.0,0.5,-0.73,2019-09-09 07:00:15
0.30000000000000004,244.8,1.5,0.0,0.2,-0.27,2019-09-09 07:01:16
0.2,245.1,-1.1,0.0,0.2,0.02,2019-09-09 07:02:16
-0.2,245.6,-3.3,0.0,0.30000000000000004,0.5,2019-09-09 07:03:16
-0.4,244.5,1.3,0.0,0.6000000000000001,0.89,2019-09-09 07:04:16
-0.4,245.1,0.30000000000000004,0.0,0.5,0.88,2019-09-09 07:05:16
-0.5,245.4,-1.5,0.0,0.6000000000000001,-0.9,2019-09-09 07:06:15
-0.6000000000000001,244.4,1.1,0.0,0.7000000000000001,-0.93,2019-09-09 07:07:16
-0.6000000000000001,245.7,-1.7000000000000002,0.0,0.6000000000000001,-0.92,2019-09-09 07:08:16
-1.1,245.4,1.2,0.0,1.2,0.92,2019-09-09 07:09:17
-1.1,244.9,1.0,0.0,1.1,0.91,2019-09-09 07:10:16
-1.2,245.0,0.9,0.0,1.2,0.9400000000000001,2019-09-09 07:11:16
-1.2,245.6,1.0,0.0,1.2,0.9500000000000001,2019-09-09 07:12:16
-1.4,244.6,1.0,0.0,1.4,0.96,2019-09-09 07:13:15
-1.6,245.5,1.4,0.0,1.5,0.98,2019-09-09 07:14:15
-1.8,246.1,-1.1,0.0,1.7000000000000002,0.99,2019-09-09 07:15:15
-1.9,245.9,1.0,0.0,1.8,0.99,2019-09-09 07:16:16
-1.9,245.9,1.2,0.0,1.9,0.98,2019-09-09 07:17:16
-2.0,246.2,-1.1,0.0,1.9,0.98,2019-09-09 07:18:16
-2.0,245.5,1.0,0.0,2.0,0.99,2019-09-09 07:19:16
-2.0,244.9,1.6,0.0,2.0,0.98,2019-09-09 07:20:16
-2.0,245.9,-2.1,0.0,2.0,0.99,2019-09-09 07:21:16
-2.1,245.5,-1.1,0.0,2.1,0.98,2019-09-09 07:22:16
-2.1,244.5,1.0,0.0,2.1,0.99,2019-09-09 07:23:16
-2.2,245.4,-1.1,0.0,2.1,0.99,2019-09-09 07:24:16
-2.2,244.6,1.1,0.0,2.2,0.99,2019-09-09 07:25:15
-2.2,245.5,-1.8,0.0,2.1,0.99,2019-09-09 07:26:15
-2.3,245.6,1.0,0.0,2.2,0.98,2019-09-09 07:27:17
-2.3,246.3,0.8,0.0,2.2,0.99,2019-09-09 07:28:17
-2.3,246.4,0.5,0.0,2.2,0.99,2019-09-09 07:29:16
-2.4,244.5,2.1,0.0,2.4,0.99,2019-09-09 07:30:15
-2.4,244.9,1.5,0.0,2.4,0.99,2019-09-09 07:31:16
-1.9,244.6,0.8,1.0,1.9,-0.98,2019-09-09 07:32:16
-2.0,244.6,-1.3,0.0,1.9,-0.99,2019-09-09 07:33:16
-2.0,243.5,1.9,0.0,1.9,-0.99,2019-09-09 07:34:16
-2.0,244.9,-1.4,0.0,2.0,-0.99,2019-09-09 07:35:15
-2.1,244.3,1.3,0.0,2.0,-0.98,2019-09-09 07:36:16
-2.1,245.0,0.6000000000000001,0.0,2.0,-0.98,2019-09-09 07:37:16
-2.1,244.9,1.1,0.0,2.1,-0.98,2019-09-09 07:38:16
-2.2,245.5,-1.0,0.0,2.1,-0.99,2019-09-09 07:39:16
-2.2,245.2,0.7000000000000001,0.0,2.1,-0.99,2019-09-09 07:40:16
-2.3,244.9,-1.0,0.0,2.2,-0.98,2019-09-09 07:41:16
-2.3,244.8,-1.1,0.0,2.3,-0.98,2019-09-09 07:42:16
-2.3,244.7,0.8,0.0,2.3,-0.99,2019-09-09 07:43:17
-2.2,244.5,-1.0,0.0,2.3,-0.99,2019-09-09 07:44:16
-1.9,243.9,1.0,0.0,1.9,-0.98,2019-09-09 07:45:16
-1.9,244.6,-1.1,0.0,1.9,-0.98,2019-09-09 07:46:15
7.1,242.3,2.8,0.5,6.9,0.99,2019-09-09 07:47:16
7.0,242.8,-1.1,0.0,6.9,0.99,2019-09-09 07:48:15
7.0,242.3,1.6,0.0,6.8,0.99,2019-09-09 07:49:16
6.5,242.5,-1.3,0.0,6.4,-0.99,2019-09-09 07:50:16
-2.7,244.3,1.3,0.2,2.7,0.98,2019-09-09 07:51:16
-2.7,243.9,1.3,0.0,2.7,0.98,2019-09-09 07:52:16
-2.7,243.8,1.6,0.0,2.7,0.98,2019-09-09 07:53:16
-2.7,244.2,-1.0,0.0,2.8,0.99,2019-09-09 07:54:16
-2.8,244.0,1.3,0.0,2.8,0.98,2019-09-09 07:55:16
-2.8,245.2,-1.8,0.0,2.7,0.98,2019-09-09 07:56:16
-2.8,245.2,1.0,0.0,2.7,0.99,2019-09-09 07:57:16
-2.9,245.5,0.8,0.0,2.8,0.98,2019-09-09 07:58:16
-2.9,245.1,1.0,0.0,2.8,0.99,2019-09-09 07:59:16
-2.9,246.0,-1.0,0.0,2.8,0.99,2019-09-09 08:00:16
-2.9,245.7,-1.0,0.0,2.9,0.99,2019-09-09 08:01:16
-2.9,246.6,1.0,0.0,2.8,0.98,2019-09-09 08:02:16
-2.9,247.3,0.8,0.0,2.8,0.99,2019-09-09 08:03:16
-2.9,246.6,0.8,0.0,2.8,0.98,2019-09-09 08:04:16
-3.0,246.4,1.5,0.0,3.0,0.99,2019-09-09 08:05:17
-3.1,246.8,1.3,0.0,3.0,0.99,2019-09-09 08:06:16
-3.1,247.8,-1.6,0.0,3.0,0.99,2019-09-09 08:07:16
-3.1,246.5,1.5,0.0,3.0,0.99,2019-09-09 08:08:16
-3.1,247.0,1.0,0.0,3.1,0.99,2019-09-09 08:09:17
-3.2,246.6,1.1,0.0,3.0,0.99,2019-09-09 08:10:16
-3.2,247.0,1.3,0.0,3.1,0.99,2019-09-09 08:11:15
-2.7,245.6,1.8,0.0,2.6,-0.99,2019-09-09 08:12:16
-2.8,246.0,1.3,0.0,2.7,-0.98,2019-09-09 08:13:16
-2.8,245.3,1.6,0.0,2.8,-0.99,2019-09-09 08:14:16
-2.8,245.6,-1.8,0.0,2.8,-0.99,2019-09-09 08:15:16
-2.8,246.8,-2.1,0.0,2.7,-0.99,2019-09-09 08:16:16
-2.8,246.2,1.1,0.0,2.8,-0.98,2019-09-09 08:17:16
-2.8,246.6,-1.1,0.0,2.8,-0.99,2019-09-09 08:18:16
-2.9,246.5,1.1,0.0,2.9,-0.98,2019-09-09 08:19:16
-2.9,246.6,1.5,0.0,2.9,-0.99,2019-09-09 08:20:16
-2.9,247.7,-1.8,0.0,2.9,-0.99,2019-09-09 08:21:16
-3.0,247.3,0.6000000000000001,0.0,2.9,-0.99,2019-09-09 08:22:16
-3.0,246.9,1.6,0.0,3.0,-0.99,2019-09-09 08:23:17
-3.0,246.2,1.3,0.0,3.0,-0.99,2019-09-09 08:24:16
-3.0,247.3,-1.3,0.0,2.9,-0.99,2019-09-09 08:25:16
-3.1,246.1,1.0,0.0,3.1,-0.99,2019-09-09 08:26:17
-3.1,245.5,1.1,0.0,3.1,-0.99,2019-09-09 08:27:16
-3.0,246.0,-1.3,0.0,3.0,-0.99,2019-09-09 08:28:16
-2.7,245.6,1.0,0.0,2.8,-0.98,2019-09-09 08:29:15
-2.0,244.8,1.3,0.0,2.0,-0.96,2019-09-09 08:30:15
-3.0,248.3,-3.8,0.0,3.0,-0.98,2019-09-09 08:31:16
-3.2,243.7,5.2,0.0,3.3,-0.99,2019-09-09 08:32:16
-2.2,247.0,-3.0,0.0,2.2,-0.9500000000000001,2019-09-09 08:33:16
-2.0,246.6,1.0,0.0,2.0,-0.96,2019-09-09 08:34:16
-2.0,245.5,2.1,0.0,2.0,-0.89,2019-09-09 08:35:16
-2.1,246.0,1.5,0.0,2.1,-0.96,2019-09-09 08:36:16
-2.1,246.0,1.6,0.0,2.2,-0.96,2019-09-09 08:37:16
-2.5,245.9,-1.5,0.0,2.6,-0.93,2019-09-09 08:38:16
-3.9,246.4,-1.6,0.0,3.9,0.99,2019-09-09 08:39:16
-2.8,246.2,1.4,0.0,2.9,0.97,2019-09-09 08:40:16
-2.7,246.2,0.9,0.0,2.7,-0.98,2019-09-09 08:41:16
-3.3,246.3,-1.1,0.0,3.4,0.98,2019-09-09 08:42:15
-2.9,244.4,2.3,0.0,3.0,0.97,2019-09-09 08:43:16
-4.0,244.3,2.3,0.0,4.1,-0.99,2019-09-09 08:44:16
-3.9,244.1,1.8,0.0,4.0,-0.99,2019-09-09 08:45:15
-3.9,246.3,-2.5,0.0,4.0,0.99,2019-09-09 08:46:16
-3.9,245.7,1.0,0.0,4.0,-0.99,2019-09-09 08:47:16
-3.9,245.1,1.3,0.2,4.0,-0.99,2019-09-09 08:48:16
-4.1,246.0,-2.1,0.0,4.2,0.99,2019-09-09 08:50:17
-4.1,245.9,-1.5,0.0,4.2,0.99,2019-09-09 08:51:16
-4.1,244.0,2.3,0.0,4.3,0.99,2019-09-09 08:52:17
-4.1,245.2,1.7000000000000002,0.0,4.3,0.99,2019-09-09 08:53:16
-4.1,244.9,1.2,0.0,4.3,0.99,2019-09-09 08:54:16
-4.1,245.6,-1.5,0.0,4.2,0.99,2019-09-09 08:55:16
-4.2,244.4,2.0,0.0,4.3,0.99,2019-09-09 08:56:16
-4.2,246.2,-2.5,0.0,4.3,0.99,2019-09-09 08:57:16
-4.2,246.8,-1.6,0.0,4.3,0.99,2019-09-09 08:58:16
-4.1,245.6,1.5,0.0,4.2,0.99,2019-09-09 08:59:16
-4.3,245.2,1.6,0.0,4.4,0.99,2019-09-09 09:00:16
-3.6,245.2,1.1,0.0,3.7,-0.98,2019-09-09 09:01:16
-3.7,245.4,1.0,0.0,3.7,-0.98,2019-09-09 09:02:16
-3.8,245.5,-1.5,0.0,3.8,-0.99,2019-09-09 09:03:15
-3.8,244.7,1.8,0.0,3.9,-0.98,2019-09-09 09:04:16
-2.8,243.8,1.6,0.4,2.9,-0.9400000000000001,2019-09-09 09:05:16
-2.8,244.5,-1.1,0.1,2.9,-0.96,2019-09-09 09:06:16
-4.0,244.0,1.6,0.0,4.0,-0.99,2019-09-09 09:07:16
-4.0,244.5,0.6000000000000001,0.0,3.9,-0.99,2019-09-09 09:08:16
-4.0,245.1,-1.6,0.0,3.9,-0.99,2019-09-09 09:09:16
-4.1,244.8,0.8,0.0,4.0,-0.99,2019-09-09 09:10:17
-4.1,244.1,1.5,0.0,4.0,-0.99,2019-09-09 09:11:16
-4.1,244.0,1.1,0.0,4.1,-0.99,2019-09-09 09:12:16
-4.1,243.9,1.0,0.0,4.1,-0.99,2019-09-09 09:13:15
-3.0,244.3,-1.3,0.0,2.9,-0.98,2019-09-09 09:14:16
-3.3,243.8,1.1,0.0,3.3,-0.98,2019-09-09 09:15:16
-3.4,244.7,-1.5,0.0,3.2,-0.96,2019-09-09 09:16:16
-4.0,244.1,1.0,0.0,3.9,-0.99,2019-09-09 09:17:16
-4.0,244.0,1.1,0.0,3.9,-0.98,2019-09-09 09:18:16
-4.0,243.5,1.3,0.0,3.9,-0.99,2019-09-09 09:19:16
-4.2,244.3,-1.5,0.0,4.1,-0.99,2019-09-09 09:20:16
-1.5,244.2,1.1,0.1,1.4,-0.87,2019-09-09 09:21:16
-4.2,244.2,1.0,0.0,4.1,-0.98,2019-09-09 09:22:16
-4.2,244.7,1.0,0.0,4.2,-0.99,2019-09-09 09:23:17
-4.7,245.3,1.1,0.0,4.7,0.99,2019-09-09 09:24:16
-4.7,244.4,1.5,0.0,4.6,0.99,2019-09-09 09:25:15
-4.8,243.9,1.1,0.0,4.7,0.99,2019-09-09 09:26:16
-4.7,244.6,0.5,0.0,4.6,0.99,2019-09-09 09:27:17
-4.8,244.7,0.6000000000000001,0.0,4.7,0.99,2019-09-09 09:28:16
-4.8,244.7,-1.5,0.0,4.6,-0.99,2019-09-09 09:29:16
-3.4,244.4,0.7000000000000001,0.0,3.3,0.98,2019-09-09 09:30:15
-3.5,243.8,1.5,0.0,3.5,-0.99,2019-09-09 09:31:15
-3.8,243.7,0.9,0.0,3.7,-0.99,2019-09-09 09:32:17
-4.7,245.0,-1.6,0.0,4.5,-0.99,2019-09-09 09:33:16
-4.7,244.9,0.6000000000000001,0.0,4.5,-0.99,2019-09-09 09:34:16
-4.7,245.5,-1.3,0.0,4.6,-0.99,2019-09-09 09:35:16
-4.9,244.5,1.4,0.0,4.8,0.99,2019-09-09 09:36:16
-2.0,243.0,2.0,0.0,1.9,-0.97,2019-09-09 09:37:15
-4.8,244.9,-1.7000000000000002,0.2,4.7,-0.99,2019-09-09 09:38:16
-3.4,244.1,0.8,0.0,3.3,-0.98,2019-09-09 09:39:15
-3.6,244.2,1.2,0.0,3.5,-0.98,2019-09-09 09:40:17
-3.8,244.6,0.8,0.0,3.7,-0.98,2019-09-09 09:41:16
-3.8,244.1,0.8,0.0,3.8,-0.98,2019-09-09 09:42:16
-5.0,244.8,0.6000000000000001,0.0,4.9,0.99,2019-09-09 09:43:15
-5.0,244.3,1.0,0.0,4.9,0.99,2019-09-09 09:44:16
-5.1,244.5,1.1,0.0,5.0,0.99,2019-09-09 09:45:15
3.8,242.8,2.3,0.0,3.7,0.76,2019-09-09 09:46:16
-4.5,244.0,-1.8,0.0,4.4,-0.99,2019-09-09 09:47:17
-4.5,243.7,1.3,0.0,4.4,-0.99,2019-09-09 09:48:16
-4.5,244.2,-1.1,0.0,4.4,-0.99,2019-09-09 09:49:17
-4.4,245.4,-1.7000000000000002,0.0,4.4,-0.99,2019-09-09 09:50:16
-4.4,245.5,1.0,0.0,4.4,-0.99,2019-09-09 09:51:17
-4.5,244.8,1.0,0.0,4.4,-0.99,2019-09-09 09:52:15
-4.5,244.7,1.1,0.0,4.5,-0.99,2019-09-09 09:53:16
-4.5,245.1,-1.4,0.0,4.5,-0.99,2019-09-09 09:54:16
-4.5,245.4,-2.2,0.0,4.5,-0.99,2019-09-09 09:55:16
-4.6,244.6,0.6000000000000001,0.0,4.5,-0.99,2019-09-09 09:56:16
-4.7,244.9,1.0,0.0,4.7,-0.99,2019-09-09 09:57:16
-4.7,244.8,-1.3,0.0,4.7,-0.99,2019-09-09 09:58:16
-4.7,244.9,-1.0,0.0,4.7,-0.99,2019-09-09 09:59:16
