,GridCurrent,GridVoltage,GridVoltageVariation,Impedance,NeutralCurrent,PowerFactor,TimeStamp
355,-1.1,245.6,1.3,0.0,1.0,0.97,2019-10-04 15:59:22
356,-1.0,246.7,-2.0,0.0,1.0,0.96,2019-10-04 16:00:21
357,-1.0,246.1,1.5,0.0,1.0,0.95,2019-10-04 16:01:21
358,-1.0,246.2,1.2,0.0,1.0,0.95,2019-10-04 16:02:22
359,-0.8,245.9,1.2,0.0,0.8,0.91,2019-10-04 16:03:21
360,-0.5,245.8,1.3,0.0,0.5,0.79,2019-10-04 16:04:21
361,-0.9,246.6,-1.0,0.0,0.8,0.94,2019-10-04 16:05:21
362,-0.4,246.8,1.1,0.0,0.4,0.58,2019-10-04 16:06:21
363,-0.4,247.3,-1.6,0.0,0.4,0.56,2019-10-04 16:07:22
364,-0.4,246.9,-1.3,0.0,0.4,0.53,2019-10-04 16:08:22
365,-0.4,245.7,1.3,0.0,0.4,0.39,2019-10-04 16:09:22
366,0.5,245.3,1.1,0.0,0.5,0.05,2019-10-04 16:10:21
367,0.6,245.2,1.3,0.0,0.7,-0.32,2019-10-04 16:11:21
368,0.9,245.6,0.8,0.0,1.0,-0.87,2019-10-04 16:12:22
369,0.9,245.5,1.6,0.0,1.0,-0.87,2019-10-04 16:13:21
370,1.0,245.6,1.5,0.0,1.0,-0.88,2019-10-04 16:14:22
371,0.9,245.8,-1.0,0.0,1.0,-0.88,2019-10-04 16:15:22
372,1.0,245.6,0.8,0.0,1.0,-0.88,2019-10-04 16:16:22
373,0.9,246.2,-1.0,0.0,1.0,-0.88,2019-10-04 16:17:22
374,1.0,246.2,-1.0,0.0,1.0,-0.89,2019-10-04 16:18:21
375,1.0,246.1,-1.4,0.0,1.0,-0.89,2019-10-04 16:19:22
376,1.0,246.1,1.0,0.0,1.0,-0.89,2019-10-04 16:20:22
377,1.0,246.2,1.2,0.0,1.1,-0.88,2019-10-04 16:21:22
378,1.0,246.8,0.6,0.0,1.1,-0.87,2019-10-04 16:22:21
379,0.9,246.2,1.1,0.0,1.0,-0.86,2019-10-04 16:23:22
380,1.3,247.6,-1.6,0.0,1.4,-0.92,2019-10-04 16:24:22
381,0.9,246.7,1.1,0.0,0.9,-0.87,2019-10-04 16:25:22
382,0.9,247.1,-1.3,0.0,1.0,-0.87,2019-10-04 16:26:22
383,0.9,246.8,0.6,0.0,1.0,-0.87,2019-10-04 16:27:22
384,0.8,247.1,0.8,0.0,1.0,-0.88,2019-10-04 16:28:21
385,0.8,246.5,1.1,0.0,0.9,-0.88,2019-10-04 16:29:21
386,0.7,245.8,1.5,0.0,0.8,-0.53,2019-10-04 16:30:21
387,0.7,246.7,-1.3,0.0,0.8,-0.28,2019-10-04 16:31:21
388,0.7,246.4,0.7,0.0,0.8,-0.4,2019-10-04 16:32:22
389,0.7,246.4,1.2,0.0,0.8,-0.38,2019-10-04 16:33:22
390,0.7,246.7,-1.0,0.0,0.8,-0.36,2019-10-04 16:34:21
391,0.7,245.6,2.3,0.0,0.8,-0.35,2019-10-04 16:35:22
392,0.7,245.1,1.3,0.0,0.7,-0.32,2019-10-04 16:36:22
393,0.7,244.7,1.5,0.0,0.7,-0.35,2019-10-04 16:37:22
394,0.7,245.3,1.6,0.0,0.7,-0.35,2019-10-04 16:38:21
395,0.7,244.5,2.0,0.0,0.7,-0.35,2019-10-04 16:39:22
396,0.7,244.8,1.1,0.0,0.8,-0.39,2019-10-04 16:40:22
397,0.7,244.2,1.5,0.0,0.8,-0.38,2019-10-04 16:41:22
398,0.7,245.5,-1.5,0.0,0.8,-0.4,2019-10-04 16:42:21
399,0.8,246.4,-1.5,0.0,0.8,-0.45,2019-10-04 16:43:22
400,0.8,245.7,-1.0,0.0,0.8,-0.45,2019-10-04 16:44:22
401,1.0,245.4,1.0,0.0,1.1,-0.88,2019-10-04 16:45:21
402,0.9,245.9,-1.3,0.0,1.0,-0.87,2019-10-04 16:46:22
403,0.9,245.7,-1.0,0.0,1.0,-0.88,2019-10-04 16:47:22
404,0.9,246.3,-1.1,0.0,1.0,-0.89,2019-10-04 16:48:22
405,0.9,246.1,0.8,0.0,1.0,-0.89,2019-10-04 16:50:21
406,1.0,246.5,0.3,0.0,1.0,-0.9,2019-10-04 16:51:22
407,1.0,246.1,-1.1,0.0,1.0,-0.9,2019-10-04 16:52:22
408,0.9,246.3,-1.1,0.0,1.0,-0.9,2019-10-04 16:53:22
409,1.0,246.3,0.8,0.0,1.0,-0.9,2019-10-04 16:54:22
410,0.9,246.2,-1.5,0.0,1.0,-0.91,2019-10-04 16:55:21
411,0.9,246.1,0.8,0.0,1.0,-0.91,2019-10-04 16:56:21
412,1.0,245.7,1.1,0.0,1.0,-0.9,2019-10-04 16:57:22
413,1.0,246.5,-1.1,0.0,1.0,-0.92,2019-10-04 16:58:21
414,0.9,246.7,1.1,0.0,1.0,-0.9,2019-10-04 16:59:21
415,1.0,246.7,0.9,0.0,1.0,-0.91,2019-10-04 17:00:22
416,1.0,247.0,-1.0,0.0,1.0,-0.91,2019-10-04 17:01:23
417,1.0,246.0,1.5,0.0,1.0,-0.91,2019-10-04 17:02:22
418,0.8,246.5,0.9,0.0,0.8,-0.58,2019-10-04 17:03:21
419,0.7,246.9,-1.0,0.0,0.8,-0.6,2019-10-04 17:04:22
420,0.8,247.3,-1.3,0.0,0.8,-0.61,2019-10-04 17:05:22
421,0.8,245.6,1.8,0.0,0.8,-0.6,2019-10-04 17:06:22
422,0.8,246.4,-1.0,0.0,0.8,-0.61,2019-10-04 17:07:22
423,0.8,246.6,1.0,0.0,0.8,-0.62,2019-10-04 17:08:22
424,0.8,245.2,2.0,0.0,0.8,-0.62,2019-10-04 17:09:21
425,0.8,244.8,1.5,0.0,0.8,-0.63,2019-10-04 17:10:22
426,0.8,245.2,1.1,0.0,0.8,-0.63,2019-10-04 17:11:21
427,0.8,246.5,-1.5,0.0,0.7,-0.63,2019-10-04 17:12:22
428,0.8,246.5,-1.0,0.0,0.7,-0.64,2019-10-04 17:13:22
429,0.8,245.8,1.0,0.0,0.8,-0.7,2019-10-04 17:14:22
430,1.1,244.6,1.6,0.0,1.0,-0.94,2019-10-04 17:15:23
431,1.0,245.5,0.8,0.0,1.1,-0.94,2019-10-04 17:16:22
432,1.1,243.3,2.6,0.0,1.0,-0.94,2019-10-04 17:17:22
433,1.1,242.7,1.4,0.0,1.1,-0.94,2019-10-04 17:18:22
434,1.1,243.2,-1.5,0.0,1.1,-0.94,2019-10-04 17:19:22
435,1.1,244.4,-2.3,0.0,1.1,-0.94,2019-10-04 17:20:22
436,1.1,243.4,1.0,0.0,1.0,-0.94,2019-10-04 17:21:22
437,1.1,242.6,1.6,0.0,1.0,-0.94,2019-10-04 17:22:22
438,1.1,243.8,-1.5,0.0,1.1,-0.94,2019-10-04 17:23:21
439,1.1,243.2,0.8,0.0,1.1,-0.94,2019-10-04 17:24:21
440,1.1,242.9,1.0,0.0,1.0,-0.95,2019-10-04 17:25:21
441,1.1,241.8,2.0,0.0,1.0,-0.94,2019-10-04 17:26:22
442,1.1,240.5,2.0,0.0,1.0,-0.94,2019-10-04 17:27:23
443,1.1,239.6,1.5,0.0,1.0,-0.95,2019-10-04 17:28:22
444,1.1,241.2,-2.0,0.0,1.1,-0.95,2019-10-04 17:29:21
445,1.1,242.1,-1.4,0.0,1.0,-0.95,2019-10-04 17:30:21
446,1.1,240.4,1.3,0.0,1.0,-0.95,2019-10-04 17:31:22
447,1.1,240.1,-1.1,0.0,1.0,-0.95,2019-10-04 17:32:21
448,1.1,240.0,1.6,0.0,1.1,-0.95,2019-10-04 17:33:22
449,1.1,242.5,-2.6,0.0,1.1,-0.96,2019-10-04 17:34:21
450,1.1,243.5,-2.3,0.0,1.1,-0.96,2019-10-04 17:35:21
451,0.8,246.3,-3.3,0.0,0.8,-0.75,2019-10-04 17:36:22
452,0.8,245.2,1.3,0.0,0.8,-0.76,2019-10-04 17:37:21
453,0.8,244.0,2.3,0.0,0.8,-0.76,2019-10-04 17:38:22
454,0.6,244.8,-1.3,0.0,0.7,-0.93,2019-10-04 17:39:22
455,0.6,243.8,2.3,0.0,0.6,-0.93,2019-10-04 17:40:22
456,0.6,244.1,1.0,0.0,0.6,-0.94,2019-10-04 17:41:22
457,0.6,245.0,-1.5,0.0,0.7,-0.94,2019-10-04 17:42:21
458,0.6,245.3,-1.5,0.0,0.7,-0.93,2019-10-04 17:43:22
459,0.6,245.5,0.5,0.0,0.7,-0.93,2019-10-04 17:44:21
460,0.6,244.5,1.1,0.0,0.6,-0.93,2019-10-04 17:45:21
461,0.6,244.8,-1.0,0.0,0.6,-0.93,2019-10-04 17:46:21
462,0.6,244.6,1.3,0.0,0.7,-0.93,2019-10-04 17:47:22
463,0.6,244.9,-1.0,0.0,0.7,-0.93,2019-10-04 17:48:21
464,0.6,244.9,1.3,0.0,0.7,-0.92,2019-10-04 17:49:22
465,0.6,243.7,2.2,0.0,0.7,-0.93,2019-10-04 17:50:23
466,0.6,243.8,1.0,0.0,0.7,-0.92,2019-10-04 17:51:22
467,1.1,243.8,-1.1,0.0,1.1,0.98,2019-10-04 17:52:22
468,1.1,244.0,1.0,0.0,1.1,0.98,2019-10-04 17:53:22
469,1.1,243.5,1.9,0.0,1.2,0.99,2019-10-04 17:54:22
470,10.3,240.9,4.5,0.4,10.1,0.99,2019-10-04 17:55:21
471,10.3,242.6,-1.6,0.0,10.3,0.99,2019-10-04 17:56:22
472,0.7,242.8,1.1,0.2,0.7,-0.88,2019-10-04 17:57:22
473,0.7,244.0,1.1,0.0,0.8,-0.89,2019-10-04 17:58:21
474,0.7,245.7,-2.0,0.0,0.8,-0.88,2019-10-04 17:59:21
475,0.7,244.7,-1.2,0.0,0.8,-0.88,2019-10-04 18:00:21
476,0.7,244.9,-1.4,0.0,0.8,-0.88,2019-10-04 18:01:21
477,0.7,243.8,1.8,0.0,0.8,-0.89,2019-10-04 18:02:21
478,0.7,243.8,1.8,0.0,0.8,-0.89,2019-10-04 18:03:22
479,0.7,244.9,-1.4,0.0,0.8,-0.89,2019-10-04 18:04:22
480,0.7,243.5,2.1,0.0,0.7,-0.89,2019-10-04 18:05:22
481,0.8,244.9,-1.8,0.0,0.8,-0.89,2019-10-04 18:06:22
482,0.8,244.8,-1.1,0.0,0.8,-0.89,2019-10-04 18:07:22
483,0.8,244.9,1.2,0.0,0.9,-0.89,2019-10-04 18:08:22
484,0.8,244.1,1.5,0.0,0.8,-0.89,2019-10-04 18:09:21
485,0.8,243.5,1.4,0.0,0.8,-0.89,2019-10-04 18:10:22
486,0.8,243.6,1.3,0.0,0.9,-0.91,2019-10-04 18:11:21
487,0.8,243.8,1.6,0.0,0.8,-0.89,2019-10-04 18:12:22
488,0.8,244.6,1.5,0.0,0.8,-0.9,2019-10-04 18:13:21
489,0.8,246.0,-1.6,0.0,0.9,-0.9,2019-10-04 18:14:22
490,0.8,246.2,-1.6,0.0,0.8,-0.89,2019-10-04 18:15:22
491,0.8,245.7,-1.2,0.0,0.8,-0.9,2019-10-04 18:16:21
492,0.8,245.2,0.8,0.0,0.9,-0.9,2019-10-04 18:17:22
493,1.3,245.8,-1.5,0.3,1.4,0.98,2019-10-04 18:18:21
494,1.3,245.7,-1.0,0.0,1.3,0.99,2019-10-04 18:19:22
495,1.3,245.1,-1.6,0.0,1.4,0.99,2019-10-04 18:20:22
496,1.2,245.5,1.1,0.0,1.3,0.99,2019-10-04 18:21:22
497,1.2,246.0,-1.5,0.0,1.3,0.99,2019-10-04 18:22:23
498,1.2,245.4,1.0,0.0,1.3,0.99,2019-10-04 18:23:22
499,1.2,244.7,1.3,0.0,1.3,0.99,2019-10-04 18:24:22
500,1.2,245.1,-1.4,0.0,1.3,0.99,2019-10-04 18:25:21
501,1.2,246.3,-2.1,0.0,1.3,0.99,2019-10-04 18:26:23
502,1.2,246.0,0.6,0.0,1.2,0.98,2019-10-04 18:27:22
503,1.2,245.8,-1.1,0.0,1.2,0.98,2019-10-04 18:28:21
504,0.8,245.5,0.8,0.0,0.8,-0.94,2019-10-04 18:29:22
505,0.8,246.5,-1.8,0.0,0.8,-0.95,2019-10-04 18:30:22
506,0.8,246.2,-1.5,0.0,0.8,-0.94,2019-10-04 18:31:21
507,0.8,244.3,2.0,0.0,0.8,-0.94,2019-10-04 18:32:21
508,0.8,244.9,1.0,0.0,0.8,-0.95,2019-10-04 18:33:22
509,0.7,244.7,0.9,0.0,0.8,-0.94,2019-10-04 18:34:22
510,0.7,244.5,0.5,0.0,0.8,-0.94,2019-10-04 18:35:21
511,7.1,243.9,1.1,0.3,7.1,-0.99,2019-10-04 18:36:21
512,7.0,243.5,-1.5,0.0,7.1,-0.99,2019-10-04 18:37:22
513,0.7,244.9,-2.3,0.0,0.8,-0.94,2019-10-04 18:38:22
514,0.7,243.9,1.5,0.0,0.8,-0.94,2019-10-04 18:39:21
515,7.0,243.2,2.2,0.0,7.0,-0.99,2019-10-04 18:40:21
516,7.0,243.1,1.1,0.0,7.0,-0.99,2019-10-04 18:41:21
517,8.0,243.2,1.3,0.2,8.0,-0.99,2019-10-04 18:42:21
518,8.0,243.9,1.5,0.2,8.1,-0.99,2019-10-04 18:43:21
519,8.0,243.6,1.0,0.0,8.0,-0.99,2019-10-04 18:44:22
520,16.7,240.8,3.0,0.2,16.6,-0.99,2019-10-04 18:45:22
521,8.0,243.1,-3.0,0.0,8.0,-0.99,2019-10-04 18:46:22
522,1.6,243.5,1.1,0.2,1.7,-0.98,2019-10-04 18:47:22
523,2.9,243.6,1.0,0.0,3.1,-0.98,2019-10-04 18:48:22
524,1.6,244.4,-2.1,0.2,1.7,-0.98,2019-10-04 18:50:21
525,8.0,243.6,1.3,0.1,8.0,-0.99,2019-10-04 18:51:21
526,1.6,245.0,-1.6,0.2,1.7,-0.98,2019-10-04 18:52:22
527,1.6,244.8,-1.3,0.0,1.7,-0.99,2019-10-04 18:53:23
528,1.6,244.6,-1.4,0.0,1.7,-0.98,2019-10-04 18:54:21
529,1.2,244.7,-1.0,0.0,1.3,-0.9,2019-10-04 18:55:22
530,1.2,245.4,-1.7,0.0,1.3,-0.9,2019-10-04 18:56:22
531,1.2,244.3,0.6,0.0,1.3,-0.9,2019-10-04 18:57:22
532,1.2,245.4,-1.6,0.0,1.3,-0.9,2019-10-04 18:58:21
533,1.2,244.6,0.6,0.0,1.3,-0.89,2019-10-04 18:59:21
534,1.2,244.7,0.9,0.0,1.3,-0.9,2019-10-04 19:00:22
535,1.2,245.1,-1.3,0.0,1.3,-0.89,2019-10-04 19:01:22
536,1.2,245.5,1.4,0.0,1.4,-0.9,2019-10-04 19:02:22
537,1.2,245.8,1.1,0.0,1.4,-0.9,2019-10-04 19:03:22
538,1.2,246.7,0.4,0.0,1.4,-0.89,2019-10-04 19:04:22
539,1.2,246.4,0.7,0.0,1.4,-0.89,2019-10-04 19:05:21
540,1.2,247.2,-1.2,0.0,1.3,-0.89,2019-10-04 19:06:22
541,1.2,245.7,1.2,0.0,1.4,-0.9,2019-10-04 19:07:21
542,1.2,245.6,-1.1,0.0,1.4,-0.9,2019-10-04 19:08:22
543,1.2,245.4,1.0,0.0,1.4,-0.89,2019-10-04 19:09:21
544,1.2,245.9,-1.0,0.0,1.3,-0.89,2019-10-04 19:10:22
545,1.2,245.0,2.0,0.0,1.3,-0.9,2019-10-04 19:11:22
546,1.2,245.7,1.3,0.0,1.4,-0.9,2019-10-04 19:12:21
547,1.0,245.0,1.4,0.0,1.1,-0.62,2019-10-04 19:13:22
548,1.0,245.2,-1.1,0.0,1.1,-0.62,2019-10-04 19:14:21
549,1.3,244.4,1.5,0.2,1.4,-0.94,2019-10-04 19:15:22
550,1.2,245.2,-1.0,0.0,1.3,-0.94,2019-10-04 19:16:22
551,1.2,243.3,2.3,0.0,1.3,-0.93,2019-10-04 19:17:21
552,1.2,243.0,1.6,0.0,1.3,-0.94,2019-10-04 19:18:22
553,1.2,242.9,1.7,0.0,1.3,-0.93,2019-10-04 19:19:24
554,1.2,244.2,1.8,0.0,1.3,-0.94,2019-10-04 19:20:22
555,1.2,245.1,-1.6,0.0,1.3,-0.93,2019-10-04 19:21:22
556,1.2,245.7,-1.5,0.0,1.3,-0.93,2019-10-04 19:22:22
557,1.2,243.9,2.1,0.0,1.2,-0.93,2019-10-04 19:23:21
558,1.2,245.0,0.6,0.0,1.2,-0.93,2019-10-04 19:24:21
559,1.1,245.6,-1.3,0.0,1.2,-0.93,2019-10-04 19:25:21
560,1.1,245.2,1.1,0.0,1.2,-0.93,2019-10-04 19:26:23
561,1.1,244.7,1.0,0.0,1.2,-0.93,2019-10-04 19:27:22
562,1.2,245.0,1.3,0.0,1.2,-0.93,2019-10-04 19:28:22
563,1.2,246.1,-2.6,0.0,1.3,-0.93,2019-10-04 19:29:21
564,1.2,246.5,-1.6,0.0,1.3,-0.93,2019-10-04 19:30:22
565,1.6,246.0,1.1,0.2,1.7,-0.98,2019-10-04 19:31:22
566,1.6,244.8,1.5,0.0,1.6,-0.98,2019-10-04 19:32:22
567,1.6,244.3,1.6,0.0,1.6,-0.98,2019-10-04 19:33:22
568,1.6,244.7,-1.1,0.0,1.6,-0.99,2019-10-04 19:34:22
569,1.6,243.6,1.8,0.0,1.6,-0.99,2019-10-04 19:35:22
570,1.6,244.9,1.1,0.0,1.6,-0.98,2019-10-04 19:36:21
571,1.6,245.1,1.0,0.0,1.6,-0.98,2019-10-04 19:37:22
572,1.6,244.5,1.4,0.0,1.6,-0.98,2019-10-04 19:38:22
573,1.6,244.6,1.3,0.0,1.6,-0.98,2019-10-04 19:39:21
574,1.6,244.7,1.1,0.0,1.6,-0.98,2019-10-04 19:40:23
575,1.2,245.1,-1.4,0.0,1.2,-0.89,2019-10-04 19:41:22
576,1.2,245.3,0.3,0.0,1.2,-0.9,2019-10-04 19:42:22
577,1.1,244.9,1.1,0.0,1.2,-0.89,2019-10-04 19:43:22
578,1.1,245.0,1.0,0.0,1.1,-0.88,2019-10-04 19:44:22
579,1.1,245.5,-1.1,0.0,1.1,-0.88,2019-10-04 19:45:21
580,1.1,245.3,1.1,0.0,1.1,-0.88,2019-10-04 19:46:21
581,1.0,245.1,-1.0,0.0,1.1,-0.87,2019-10-04 19:47:22
582,1.1,244.5,1.1,0.0,1.1,-0.88,2019-10-04 19:48:22
583,1.1,244.6,1.5,0.0,1.1,-0.88,2019-10-04 19:49:21
584,1.2,245.2,-1.0,0.0,1.2,-0.89,2019-10-04 19:50:21
585,1.2,245.4,-1.4,0.0,1.3,-0.89,2019-10-04 19:51:21
586,1.2,244.9,1.0,0.0,1.3,-0.89,2019-10-04 19:52:21
587,1.2,244.2,1.4,0.0,1.3,-0.9,2019-10-04 19:53:22
588,1.2,244.1,1.3,0.0,1.3,-0.89,2019-10-04 19:54:22
589,1.2,245.1,1.0,0.0,1.2,-0.89,2019-10-04 19:55:22
590,0.9,246.3,-2.3,0.0,1.0,-0.53,2019-10-04 19:56:21
591,0.9,245.5,1.1,0.0,1.0,-0.57,2019-10-04 19:57:22
592,0.9,245.2,1.2,0.0,1.0,-0.57,2019-10-04 19:58:21
593,0.9,245.8,-1.5,0.0,0.9,-0.51,2019-10-04 19:59:22
594,1.0,245.8,-1.1,0.0,1.0,-0.59,2019-10-04 20:00:22
595,1.2,245.8,1.3,0.0,1.3,-0.94,2019-10-04 20:01:22
596,1.2,245.1,1.5,0.0,1.3,-0.93,2019-10-04 20:02:22
597,1.1,245.4,1.0,0.0,1.3,-0.93,2019-10-04 20:03:22
598,1.2,245.6,1.3,0.0,1.3,-0.93,2019-10-04 20:04:22
599,1.2,245.8,-1.1,0.0,1.3,-0.93,2019-10-04 20:05:22
600,1.2,245.5,1.1,0.0,1.4,-0.93,2019-10-04 20:06:21
601,1.2,245.1,-1.1,0.0,1.3,-0.93,2019-10-04 20:07:22
602,1.2,245.5,-1.3,0.0,1.3,-0.93,2019-10-04 20:08:21
603,1.2,244.0,2.6,0.0,1.3,-0.93,2019-10-04 20:09:22
604,1.2,244.8,0.8,0.0,1.3,-0.93,2019-10-04 20:10:22
605,1.2,245.0,0.6,0.0,1.2,-0.93,2019-10-04 20:11:22
606,1.7,244.8,0.8,0.5,1.7,-0.99,2019-10-04 20:12:22
607,1.7,244.8,1.1,0.0,1.8,-0.99,2019-10-04 20:13:22
608,1.7,244.0,2.1,0.0,1.7,-0.99,2019-10-04 20:14:22
609,1.6,244.6,0.8,0.0,1.7,-0.98,2019-10-04 20:15:22
610,1.6,244.8,1.1,0.0,1.7,-0.99,2019-10-04 20:16:22
611,1.6,248.1,-3.6,0.0,1.7,-0.99,2019-10-04 20:17:21
612,1.6,247.9,-1.4,0.0,1.7,-0.98,2019-10-04 20:18:22
613,1.6,246.6,1.5,0.0,1.7,-0.99,2019-10-04 20:19:21
614,1.5,246.0,1.5,0.0,1.5,-0.99,2019-10-04 20:20:21
615,1.5,247.1,-1.6,0.0,1.5,-0.98,2019-10-04 20:21:21
616,1.5,246.3,1.3,0.0,1.6,-0.99,2019-10-04 20:22:21
617,1.5,245.9,2.1,0.0,1.6,-0.99,2019-10-04 20:23:21
618,1.5,245.1,1.3,0.0,1.5,-0.99,2019-10-04 20:24:21
619,1.6,245.5,1.6,0.0,1.6,-0.99,2019-10-04 20:25:21
620,1.6,244.7,1.5,0.0,1.6,-0.99,2019-10-04 20:26:22
621,1.6,243.5,2.4,0.0,1.6,-0.99,2019-10-04 20:27:22
622,1.5,243.7,-1.1,0.0,1.5,-0.99,2019-10-04 20:28:22
623,1.1,244.5,1.3,0.0,1.1,-0.89,2019-10-04 20:29:22
624,1.2,245.4,-1.3,0.0,1.2,-0.9,2019-10-04 20:30:22
625,1.2,245.4,-1.0,0.0,1.3,-0.9,2019-10-04 20:31:21
626,1.1,244.0,1.6,0.0,1.2,-0.89,2019-10-04 20:32:22
627,1.2,246.2,-2.2,0.0,1.2,-0.89,2019-10-04 20:33:21
628,1.1,245.9,0.5,0.0,1.1,-0.88,2019-10-04 20:34:21
629,1.2,246.0,-1.0,0.0,1.2,-0.89,2019-10-04 20:35:22
630,1.1,245.0,2.1,0.0,1.2,-0.89,2019-10-04 20:36:22
631,1.1,245.1,1.1,0.0,1.1,-0.88,2019-10-04 20:37:22
632,1.1,247.1,-2.1,0.0,1.2,-0.89,2019-10-04 20:38:21
633,1.1,246.2,1.5,0.0,1.2,-0.89,2019-10-04 20:39:22
634,1.1,246.2,1.0,0.0,1.2,-0.89,2019-10-04 20:40:22
635,1.1,246.0,-1.1,0.0,1.2,-0.88,2019-10-04 20:41:22
636,1.2,245.7,-1.0,0.0,1.2,-0.89,2019-10-04 20:42:22
637,1.2,245.1,1.3,0.0,1.2,-0.9,2019-10-04 20:43:22
638,1.2,244.4,1.2,0.0,1.2,-0.89,2019-10-04 20:44:22
639,1.2,243.8,1.8,0.0,1.2,-0.9,2019-10-04 20:45:21
640,1.2,244.8,-1.3,0.0,1.2,-0.89,2019-10-04 20:46:22
641,1.1,245.7,-1.5,0.0,1.1,-0.89,2019-10-04 20:47:22
642,1.1,245.4,-1.3,0.0,1.1,-0.89,2019-10-04 20:48:21
643,1.0,244.0,1.6,0.0,1.0,-0.92,2019-10-04 20:50:21
644,1.0,243.9,0.3,0.0,1.0,-0.92,2019-10-04 20:51:22
645,1.0,244.5,1.0,0.0,1.0,-0.93,2019-10-04 20:52:22
646,1.1,245.3,-1.0,0.0,1.1,-0.92,2019-10-04 20:53:22
647,1.1,244.3,1.1,0.0,1.0,-0.93,2019-10-04 20:54:22
648,1.0,244.1,1.3,0.0,1.0,-0.92,2019-10-04 20:55:23
649,1.1,244.7,1.7,0.0,1.1,-0.92,2019-10-04 20:56:22
650,1.0,246.4,-1.4,0.0,1.0,-0.92,2019-10-04 20:57:21
651,1.2,246.4,1.1,0.0,1.2,-0.93,2019-10-04 20:58:22
652,1.2,245.8,1.1,0.0,1.1,-0.93,2019-10-04 20:59:21
653,1.1,246.3,-2.0,0.0,1.1,-0.93,2019-10-04 21:00:21
654,1.1,244.3,3.1,0.0,1.2,-0.93,2019-10-04 21:01:22
655,1.1,244.6,-1.3,0.0,1.2,-0.93,2019-10-04 21:02:22
656,0.9,244.7,-1.0,0.0,0.9,-0.91,2019-10-04 21:03:21
657,1.2,243.2,2.3,0.0,1.1,-0.93,2019-10-04 21:04:22
658,1.2,243.9,0.5,0.0,1.2,-0.94,2019-10-04 21:05:22
659,1.2,245.0,-1.6,0.0,1.2,-0.94,2019-10-04 21:06:22
660,1.2,244.4,1.3,0.0,1.2,-0.93,2019-10-04 21:07:21
661,1.2,244.9,-1.4,0.0,1.2,-0.93,2019-10-04 21:08:22
662,1.6,242.0,3.3,0.3,1.6,-0.99,2019-10-04 21:09:21
663,1.6,244.1,-2.3,0.0,1.6,-0.99,2019-10-04 21:10:22
664,1.6,243.8,1.6,0.0,1.6,-0.99,2019-10-04 21:11:21
665,1.6,244.4,1.0,0.0,1.6,-0.99,2019-10-04 21:12:22
666,1.4,244.4,1.5,0.0,1.4,-0.99,2019-10-04 21:13:22
667,1.2,244.8,-1.6,0.0,1.2,-0.9,2019-10-04 21:14:21
668,1.1,243.6,1.3,0.0,1.1,-0.88,2019-10-04 21:15:22
669,1.2,244.9,-1.5,0.0,1.2,-0.9,2019-10-04 21:16:22
670,1.2,243.2,2.0,0.0,1.2,-0.9,2019-10-04 21:17:22
671,1.2,245.1,-2.4,0.0,1.2,-0.9,2019-10-04 21:18:21
672,1.2,242.8,2.1,0.0,1.2,-0.9,2019-10-04 21:19:22
673,1.2,245.1,-2.1,0.0,1.2,-0.9,2019-10-04 21:20:23
674,1.2,244.3,1.3,0.0,1.2,-0.9,2019-10-04 21:21:21
675,1.2,245.4,-1.8,0.0,1.2,-0.9,2019-10-04 21:22:21
676,1.2,245.0,-1.0,0.0,1.2,-0.9,2019-10-04 21:23:22
677,1.2,244.0,1.3,0.0,1.2,-0.9,2019-10-04 21:24:22
678,1.2,243.9,1.0,0.0,1.2,-0.9,2019-10-04 21:25:22
679,1.2,245.1,-1.8,0.0,1.2,-0.9,2019-10-04 21:26:22
680,1.3,244.3,0.6,0.0,1.3,-0.9,2019-10-04 21:27:22
681,1.2,244.0,1.1,0.0,1.2,-0.9,2019-10-04 21:28:22
682,1.2,244.2,1.0,0.0,1.2,-0.9,2019-10-04 21:29:22
683,1.2,244.7,-1.3,0.0,1.2,-0.9,2019-10-04 21:30:22
684,1.2,243.8,1.1,0.0,1.2,-0.9,2019-10-04 21:31:22
685,1.3,243.5,1.6,0.0,1.3,-0.91,2019-10-04 21:32:22
686,1.2,244.3,0.8,0.0,1.3,-0.9,2019-10-04 21:33:21
687,1.7,244.2,1.1,0.1,1.7,-0.99,2019-10-04 21:34:22
688,1.7,244.5,-1.0,0.0,1.7,-0.99,2019-10-04 21:35:21
689,1.6,243.9,1.7,0.0,1.6,-0.99,2019-10-04 21:36:22
690,1.2,246.1,-3.5,0.0,1.2,-0.93,2019-10-04 21:37:22
691,1.2,245.9,-1.1,0.0,1.2,-0.93,2019-10-04 21:38:22
692,1.2,245.1,1.0,0.0,1.2,-0.94,2019-10-04 21:39:22
693,1.2,245.9,0.7,0.0,1.2,-0.94,2019-10-04 21:40:21
694,1.2,245.8,1.0,0.0,1.2,-0.93,2019-10-04 21:41:22
695,1.2,245.8,-1.6,0.0,1.2,-0.93,2019-10-04 21:42:22
696,1.2,245.4,1.1,0.0,1.2,-0.93,2019-10-04 21:43:21
697,1.2,245.4,0.6,0.0,1.2,-0.93,2019-10-04 21:44:22
698,1.2,245.6,0.8,0.0,1.2,-0.93,2019-10-04 21:45:22
699,1.2,246.0,-1.1,0.0,1.2,-0.93,2019-10-04 21:46:22
